essay_id,score,raw_pred
154607a,1,2.3643796
15487ff,2,2.1020064
1549de8,5,4.52299
1574cc3,2,2.0411463
157c8cb,3,3.2508674
158f63a,2,2.1805303
1594f2b,3,2.8841362
15c0b38,2,1.7329655
15dc62e,4,3.3204374
15dc957,4,3.4644108
15eb254,1,1.3114603
15ee7ec,3,3.0736325
15f01fe,3,2.9953747
15f3aec,3,2.5815678
162bdec,2,2.3358717
16395a4,6,5.067264
163e68c,3,2.522554
1649f13,3,2.4070997
165492b,3,2.8408804
165ce2a,3,4.012491
16ba2ef,3,3.5174305
16c5b83,1,1.2477455
16e1b85,4,3.192844
16ea9a9,3,2.8576798
17031a2,2,1.5718304
170bb86,2,2.4342337
1721dd2,4,4.265373
1723e93,3,2.9458776
1727daa,3,2.7560544
173dc95,4,4.2261724
1740c90,2,2.2153177
1744fe2,2,2.389896
17476df,3,3.1721494
174b49c,3,3.348896
175da5d,3,3.2276702
176fce7,4,4.5209455
176fde9,4,4.5663004
177409b,2,2.8096848
1787e2c,3,2.7597857
17a53e0,4,3.712387
17eb73a,3,3.0833569
17f9ee0,3,2.9396267
18327f9,2,1.9458313
18397b4,3,3.032889
1840279,3,2.6790924
1845963,2,2.3422341
184a02e,4,4.5952544
184b77b,2,2.2241051
184bad3,2,2.1947904
1859a6b,3,2.7659893
186845e,2,1.828371
1872cf4,3,2.786706
1872f71,4,3.066861
188d7b9,3,2.3720713
188dc58,4,4.126025
18a40e7,3,3.3923318
18bd3da,3,2.6205242
18c3c09,2,2.0844326
18d08e8,4,4.395529
18df808,2,2.1389377
18f8ef2,1,2.149868
1900da1,4,3.7111187
190c3fe,4,3.3559208
1911daf,5,4.527771
1917eb2,2,2.3403244
191f567,1,2.0781207
1924ce2,4,3.7370584
192cc79,3,2.6054037
1944ada,5,4.0657053
19518a6,2,2.5859842
1952ebf,3,2.7302613
195769a,3,2.702198
1961fb2,2,2.11161
19676b0,4,3.1469245
19712ee,2,2.6497889
198070f,4,3.8998115
198c196,2,2.3054252
19953a8,4,3.8602223
19a9f1b,3,3.1571712
19d2d0a,4,2.8939376
19d3181,1,1.0106903
19d7b55,4,3.4448445
1a0ee90,3,3.5149121
1a17d8e,2,2.9355607
1a19cfb,4,4.476599
1a252f8,4,3.6795335
1a289be,4,2.8610368
1a401ae,4,4.4174485
1a57ee0,3,3.248316
1a5ce0c,1,1.590608
1a651c3,1,1.0248724
1a6b16e,2,1.4133718
1a76116,3,2.7641194
1a8f50e,2,2.775721
1a8f6e7,2,2.5491447
1aaae24,3,2.8046978
1acb118,3,3.198556
1ad3bee,2,2.3836544
1ae540b,4,4.1228065
1ae83ab,3,2.8985975
1ae929d,2,2.3604007
1aed39d,3,3.0494845
1af31b9,3,2.587679
1af5f9b,5,4.697802
1af7afc,3,2.7042563
1b01352,3,3.0803325
1b08d3d,1,1.049829
1b0d4bd,4,4.8538475
1b23e99,2,2.4737191
1b6388e,1,1.2343727
1b7279b,3,3.5016317
1b734d9,3,2.9987817
1b7e42c,1,3.8862028
1b826b9,4,3.22442
1b832aa,4,4.707115
1b8ff62,4,4.197688
1ba50c1,1,1.0270109
1baa473,3,1.2206414
1bac87b,4,3.112403
1bae5bf,3,2.566212
1bb4235,4,3.3145335
1bd5edc,5,5.1090035
1bd9027,2,1.9635966
1bfcf1f,5,5.1135154
1c030ff,1,1.8821557
1c18756,3,2.58736
1c1d128,2,1.7278342
1c23f06,3,3.3626242
1c3ad49,3,3.3857327
1c3d190,1,1.6826181
1c4d399,1,1.0193974
1c56823,2,2.2843134
1c6fcc3,2,2.1336825
1c71fb3,2,2.16784
1c7a738,3,4.0828886
1c7e08b,3,2.7717023
1c84510,2,1.6252532
1c9cce1,4,4.697604
1ca992d,2,2.0598252
1cab2eb,3,2.8899405
1cc05be,3,2.2404578
1cc3ce2,5,4.489186
1ce2f50,3,2.979295
1d0a8db,5,4.5031595
1d21cf1,4,4.023676
1d3853c,4,3.904546
1d50ef4,2,2.6773758
1d5cd11,2,2.0618367
1d5fe2b,2,1.2676686
1d9859e,2,2.203041
1dbcd1d,3,3.6650567
1df4871,4,2.7939396
1e07d3d,4,3.296581
1e1bb4e,2,2.0939922
1e32873,2,2.5575223
1e32b1d,4,3.1535347
1e34c9d,4,3.7213142
1e41c9b,3,3.0352829
1e44008,3,3.1538155
1e54a02,3,3.1650002
1e6a5d8,3,2.4723663
1e98d70,2,2.2167635
1eacbaf,1,1.0169405
1ec6478,3,3.5643551
1ecaf51,4,4.2549095
1eccede,5,4.4260216
1ef0af4,3,3.8353753
1ef395a,3,1.9810517
1ef4021,5,4.6573033
1ef816d,5,5.31673
1f1c3de,2,2.189596
1f1d392,1,1.0102202
1f2ec63,6,5.416686
1f49bd9,2,1.8135023
1f500e3,4,4.2807045
1f535d8,3,2.8531647
1f55e4c,3,2.8360186
1f58110,2,2.1742644
1f7704a,1,1.5745953
1f92b35,1,1.127429
1fac7bc,3,2.4769475
1fbf8b4,2,1.9602848
1fc5bd7,3,2.5606208
1fd8cbc,3,2.1239197
1fdd140,5,4.9446745
1fe9c77,5,5.066435
1fea416,3,2.5406594
1feabe5,5,5.092
1ff3c5d,4,4.169179
200ea48,3,3.4832406
2012c2f,2,2.2719467
201523b,4,3.6921983
201eeec,2,1.3239815
201f6a9,2,2.4777846
202006a,4,3.556063
2027926,5,4.3266582
202b78d,2,1.8253043
2047852,3,3.3067062
204aeb7,3,3.302921
204b964,5,4.7662697
20744ab,2,2.3608546
2080bea,3,2.9297068
2085ad3,2,2.5314708
20b3b91,3,3.2141027
20bf31c,3,2.7676477
20e88fd,3,3.2749162
2101c39,5,4.5567484
2103089,4,3.8124487
2107217,2,2.1983237
21133d1,5,4.6230664
211d058,5,5.124656
2123c43,2,2.5026364
213f930,3,2.0024128
2140b9d,5,5.1659946
2151c9b,2,2.2848582
215999a,2,2.3246653
2174bd5,3,3.012314
218d0ed,3,2.3168645
218e1e6,2,1.8888261
21a4446,5,4.5100117
21c68d7,3,2.9703317
21d86cc,1,1.1139655
21deec8,3,2.3517501
21e1fd4,3,3.201931
21f7c6a,5,3.5237617
22064db,3,2.2926927
2208f3d,2,2.6098619
2209d70,2,1.7148026
220a93c,2,2.1186686
220b3d6,3,2.3135526
2223f85,4,3.9226527
222659a,2,1.8580585
22312c6,1,1.0959918
22493ac,3,2.695116
22ad0f0,3,2.6959982
22bde71,2,2.3364837
22d6b34,2,2.1827717
22d9b4a,3,2.746768
22e3946,3,2.9622226
2305032,5,4.624337
23129f8,2,2.0319128
231a04e,2,2.1163588
232ae04,3,3.5178063
232fafd,2,2.9802475
233ca6e,3,3.5259664
2343110,4,3.5964646
235422a,3,2.2803192
235ab08,4,3.4150481
23649bd,4,3.2125802
2364b68,3,2.83325
2365387,2,1.8204782
23748b3,3,3.194479
237beac,2,2.6921735
23b0b0f,3,2.9719057
23b30d1,3,2.985971
23b46a7,3,2.6199625
23da144,4,3.5339212
23dbca9,5,5.1776524
23ed908,3,2.8106132
23f58d4,4,3.9392612
241d49c,4,3.8373182
242eb2a,3,2.6455598
243aba3,4,3.579994
2444077,3,2.8014097
244db43,5,3.5078866
246057b,2,2.2634668
2469fc0,1,1.0295277
246c469,3,1.9531236
249867d,3,3.2936132
24a099b,3,3.4138813
24adfc3,4,3.99885
24b2241,3,2.6353812
24b83b4,2,2.4213753
24c8a88,2,2.251347
24ce1cb,3,2.9173899
24e42b3,2,1.7444949
24e6449,4,3.566121
24f699d,1,2.1197853
24fd1fd,3,3.0819223
250aece,1,1.033519
251aefe,3,2.78417
2523ddd,3,3.0030308
25346ad,3,2.2230573
2542bb4,4,4.2752495
2557bb9,3,3.2633972
255a2a4,2,2.1939988
255b12f,3,2.5823135
256734b,1,1.0081486
2578fb0,3,2.685787
2579053,3,3.5628088
257a5bc,2,2.263332
257c46e,4,3.681619
2597102,5,4.5671396
2598037,2,2.1947155
25a6704,4,3.6851764
25a717b,2,2.594784
25b1560,3,2.2339573
25b8754,3,2.0144544
25bd8c1,4,3.3395905
25cb93b,4,3.832294
25e0b3f,2,2.3323355
2606118,4,3.2075734
2606925,2,2.1003194
262b8dd,3,2.74898
2633709,3,2.422873
264856a,5,4.9160423
26513d2,1,1.0155053
266b6fb,1,1.4676043
266c5f9,2,2.3677263
2689ce0,3,3.0776954
268cbfc,3,3.2210474
268cd47,2,2.2928152
268f950,3,3.2922394
269a23e,2,2.5789127
26ad098,4,3.4821808
26d67e1,4,3.8825877
26e8509,3,2.677237
2705967,5,4.4775963
270e38d,2,2.338643
2720d23,4,4.183675
27226f8,4,4.1092386
2734a49,3,3.0012689
274349c,3,2.4263172
2750d35,4,2.9121294
2750fc1,3,2.3863945
2774edc,4,4.6620293
27c0af1,4,3.7991927
27c512c,4,4.036321
27d8c7f,1,1.124906
27da61e,3,3.2610316
27dcaba,2,2.624826
27e68cc,2,1.8384991
27f3259,2,3.1963267
27f5975,3,3.1220007
2807acf,3,2.862021
2809bd6,4,4.4293604
280a8d8,3,2.4982598
281b69e,1,1.7162519
282c1bd,4,3.3286996
282e565,3,3.057335
2830462,4,3.597463
2836518,3,2.8368745
283dd5f,3,2.795125
2841bdd,4,3.1672204
28669a4,4,3.9507396
287ed5e,1,2.2380264
289b64b,3,2.863277
28b808f,1,1.0247713
2917d93,5,4.9971437
2936d38,4,3.5206013
2941225,2,2.4116025
294affa,4,4.1737356
294cfe5,2,1.8954608
2956d34,2,1.8783424
295777d,3,2.6216116
295ad90,3,1.8515419
2975d96,2,2.61583
2977ec6,3,2.821075
297885d,3,2.827499
2980c32,4,3.6476703
299a003,5,4.6597414
29a6a6b,2,2.3254266
29a6e58,4,3.7171502
29ad56e,5,4.937618
29bfa76,3,2.2736564
29c2c2d,2,2.3117244
29daf40,5,4.8978987
29e4c71,3,2.105206
2a0f5b4,1,1.1346008
2a41ece,4,2.3262553
2a4b0b5,3,3.1015666
2a585ab,3,3.2428973
2a70d56,3,3.4378736
2a785b1,3,2.8378854
2a838f9,2,2.0582032
2a911f5,2,2.3145237
2aa5a24,5,5.1418204
2ab69a7,5,4.4941435
2af05b5,4,3.5090828
2b0bc6d,3,2.3440094
2b1618c,3,2.7507703
2b164b9,3,2.0634737
2b41246,2,1.8281718
2b6bf6c,4,3.625555
2b743c0,5,4.8246803
2b83b27,3,2.4331408
2ba1c54,4,3.9967294
2ba1e02,4,3.5000625
2ba276d,1,1.130076
2bca0d3,3,3.2561522
2bd48de,2,3.2708812
2bdb51f,1,1.2978647
2be098e,4,3.6318238
2be1641,3,4.8850617
2be962b,3,2.6778073
2bec064,2,2.59491
2c21b01,4,3.689061
2c23e62,4,3.7650025
2c24e6b,2,2.1854177
2c3b302,3,3.4529047
2c4ce2c,3,2.3545105
2c5df89,1,1.1295755
2c6bc1c,3,2.4324956
2c70dc8,3,1.8914683
2c8ea49,3,3.3715804
2c9e52a,3,3.6565695
2caa790,1,1.0288235
2cd0e7d,1,2.3895535
2cd5385,4,3.0499911
2ce625f,1,1.0304543
2cf189d,3,2.6051588
2cf48ad,1,1.0380163
2cf54a7,4,3.9316306
2cf8c75,2,1.6437681
2cfb8c4,3,3.0797868
2d01aef,1,2.1583712
2d1abb9,1,1.0288935
2d1c466,4,3.6872187
2d1ecbe,4,4.07213
2d25ccf,1,1.6456665
2d2e355,1,1.0570937
2d356a1,5,5.2324185
2d41e61,3,2.4021504
2d6e6d4,4,3.8044796
2d6ecf2,5,5.353252
2d7e6e9,2,2.2483974
2d9199c,3,3.2696588
2d95b14,4,3.6948454
2dccf17,2,2.19249
2dd6f1d,2,1.4573934
2de483e,3,3.1836195
2df1285,3,3.2110703
2e1430e,3,2.7627192
2e1bf25,1,1.125777
2e676b6,3,3.2417643
2e8ae9f,3,2.8658788
2ea91d5,4,4.0166163
2eb95cd,4,3.4637547
2ec03c1,3,2.7959623
2ec83d5,3,2.7389472
2eecc01,4,3.1892736
2efbb29,4,3.4117146
2f28033,4,3.3950758
2f2ac3d,4,3.5388427
2f3c7da,4,3.1435382
2f5cf60,2,2.5877802
2f6584c,2,1.5191357
2fa5ce8,4,4.241877
2fa5e2a,3,3.0869164
2faa342,4,2.7881408
2fac54b,2,1.3335621
2fb426c,2,1.4861652
2fc7982,1,1.4170316
2fd642e,4,3.9526324
2fd6657,2,2.2191978
2feed4e,3,2.5526228
2ff865b,3,3.1046085
3007923,3,2.548625
301ae02,4,3.4550018
3020500,4,4.453619
3022fa6,2,2.3566728
304bec4,4,3.2875059
30516cb,4,3.19192
305bda4,2,2.055933
305dfe1,2,2.0827382
306d5c8,2,2.6379852
307b540,5,4.887921
307c738,2,2.311788
308a06b,3,2.319878
30aed5f,3,3.3396332
30b779e,5,4.146562
30be42a,5,4.861683
30c1119,5,4.393735
30d2268,3,2.8531501
30d6bfe,2,2.2840037
30f8ef9,4,3.588697
3112774,3,2.052801
3118039,4,3.265633
314040c,3,2.9844599
31530b2,4,3.947699
3157b9b,3,3.1403532
316583e,4,4.5031767
3167320,2,2.4641852
316c1b7,3,2.705542
317fa74,3,3.8804765
319d75e,5,3.8426108
31a4f01,3,2.6516194
31b903a,1,1.5572505
31c0221,2,2.066555
31d8391,2,2.523581
31e4327,1,2.3453813
31e5878,2,2.2572384
31f70db,2,1.7557068
31fffb2,2,2.0531359
320f4d3,3,2.0378475
320f87a,1,1.015462
321758b,3,3.0384398
32303e8,3,3.55052
323cdd6,2,1.4341972
3245968,3,3.3346066
327dc64,4,4.5906887
328aee6,3,3.2222662
3294135,3,2.4003053
329e332,2,2.1635163
32b617d,3,3.4046571
32b9fb3,2,1.771138
32cce18,3,3.397463
32d692d,5,5.686241
32e5340,3,2.6881397
32e72b8,3,2.662317
32f232d,3,2.7428064
32f2382,4,2.2117753
32f724d,3,2.5189974
3302250,1,1.0224946
330675b,4,4.2238617
33313a8,2,2.276618
333e2c7,3,2.7883015
333e608,4,3.8312457
334eb50,3,3.540406
33504eb,5,4.699981
3352d89,3,3.1984644
33568ce,4,4.5413165
335fa4f,4,3.6748004
3375ddc,2,1.9107697
337638a,4,3.213725
3395115,3,2.815693
33b12bc,4,2.9167922
33c632a,4,4.031279
33f68cf,3,2.8796492
33f9c31,4,4.0044966
3403e97,2,1.6299549
3418a39,4,3.0422661
3419d3c,3,2.8296824
34229a5,4,4.231539
34296bb,2,2.1872163
342eb36,2,2.8761692
346a63c,4,2.823794
3484e9f,2,2.056994
34885ae,5,4.6474085
3495f1e,2,1.8649303
3497854,3,2.2970245
34ad424,3,2.7755342
34b6263,4,3.4950714
34c5bdc,2,2.2162302
34ee3cc,4,3.020767
34f1c56,6,5.577233
34f9d3c,3,3.0878582
34ff09f,3,3.317775
34ff174,3,2.8035529
350a223,2,2.551156
3515161,1,1.509419
35190a9,3,3.6134253
353186c,4,3.224171
353e838,3,2.7395518
3545061,3,3.2275486
3545ed7,2,1.9677336
3553386,3,3.1001825
356939e,1,1.4455844
3572116,2,1.693625
35852a8,3,2.8817077
35c806d,5,5.119503
35f9eda,2,1.8923736
361d73f,4,3.9544318
36255e8,3,3.1993928
362a2d1,5,4.522082
3641b74,3,2.4603715
3643a55,3,3.2657888
36523ec,3,3.0827284
3654052,3,2.5851016
36644c1,4,3.8461938
3671cdd,3,2.6764748
369b6c2,3,2.9256444
369bc0b,2,2.279964
36bc161,4,3.0860777
36c2717,4,3.7631843
36e31bf,4,3.7082767
36ff4b3,3,2.4161613
37102dc,3,2.6353931
373b14e,3,2.6925716
373fb48,4,3.3721924
37404a5,5,5.2777963
3747fb6,3,2.629982
3755a66,4,3.917309
3756c10,4,4.0210037
375c9a7,2,2.7358434
376021a,3,2.532381
377abd0,2,2.1118543
3788995,3,3.32653
37a6cf0,4,3.1992214
37ae74c,3,2.854363
37b12d1,4,4.783884
37c0154,4,3.9216409
37f2d28,3,3.0550754
3818643,3,3.1284153
3838ceb,3,3.3273098
383af6e,3,2.5328789
3846b82,2,1.4055562
3868a3c,4,4.1551147
3886ce6,4,3.559121
3888966,2,2.1936839
388e90c,3,2.9588223
389b212,3,3.1702008
38a752b,2,2.6041713
38d8f6c,5,4.7313128
3902084,3,2.596827
390d864,1,1.7465776
3933960,3,3.708743
393b2fb,3,3.6022947
393f182,3,3.5074885
394b71b,6,5.3448706
3953491,2,1.9433968
3958fcf,4,3.7092073
3981208,2,1.8469712
398495a,3,3.3938098
3984b13,2,1.9950391
3986e5a,4,2.3123994
3989a43,2,1.3606414
398d69a,2,2.2915351
39a0218,2,2.1323578
39a9978,3,2.5580964
39b6d1e,3,2.7489622
39bd4eb,2,2.114795
39c8524,4,3.6935756
39d6bfb,2,2.263356
3a01df4,3,2.8250773
3a0fd12,2,2.1125236
3a17a01,2,1.7542322
3a20bfb,2,2.372675
3a280d9,4,4.6272054
3a3a47b,3,2.954657
3a41205,2,2.1027775
3a611ed,2,2.391899
3a7a186,2,1.9276831
3a7ccc8,3,2.9801865
3a8b10d,2,2.455128
3a9bdb3,4,4.271189
3ab1a2d,2,2.1495416
3ab3ab1,3,2.0673714
3aba100,2,1.9322929
3abfed1,3,3.369465
3ad3cd5,3,2.7042997
3aea134,4,2.7352686
3af343a,4,3.9598925
3af84f4,3,1.7599574
3b02e51,2,1.2868235
3b0bbb9,2,2.2001886
3b16819,1,1.5534306
3b1a669,3,3.0256426
3b493e0,5,5.188647
3b69214,1,2.0065064
3b755b3,6,4.9969387
3b7c88c,3,2.7771688
3b98314,3,2.667378
3baeae9,2,2.0525265
3bcd12a,3,3.0327065
3bcd4b3,5,4.9182324
3bd10c2,2,2.6429193
3be8782,4,3.5204592
3bef3a5,1,1.0669053
3bf20a4,2,2.263455
3c12de3,3,3.0647793
3c1fda4,2,1.9006717
3c23544,3,3.6495597
3c24bb0,3,4.1488805
3c3267f,4,3.5489635
3c40328,4,4.061934
3c4f799,3,3.0647373
3c603b2,2,2.288025
3c7a135,2,2.171027
3c7f3f6,2,2.2023268
3c9291d,4,3.5814474
3c9f409,3,2.9402618
3cabc05,4,3.4513474
3cbc0e6,2,2.4158318
3cd6a2d,3,2.110618
3ce331d,2,2.0579977
3d2d66c,2,2.4417672
3d441b0,4,4.2658877
3d68e8b,2,1.9949319
3d9dfb7,3,3.357745
3db9328,3,2.9546115
3dc4b34,3,3.2083416
3dcd7e8,1,1.2587215
3dd3f00,4,4.3539505
3de5352,4,3.2138069
3de9f62,3,3.3161502
3decaf5,3,2.8406372
3decd13,3,2.8208268
3df3c06,4,3.037461
3dfc80d,3,2.4943795
3e07ead,2,2.1650672
3e1969d,1,1.4911511
3e23640,2,2.7785027
3e3c20a,2,2.6730297
3e78c7c,4,3.777244
3e7e439,3,2.2450469
3ea421a,3,3.2083588
3eaa152,3,3.0626287
3ead430,3,3.1750221
3eaecf8,2,1.6235197
3ebc31e,4,3.7431912
3ec9ea2,2,1.9501424
3ef5d91,3,2.7718894
3f03e94,4,3.582412
3f0cd78,4,4.1939087
3f15b98,2,2.0607567
3f19352,5,5.360599
3f4103d,4,3.9595776
3f488c7,3,2.7170362
3f4a9c6,5,5.1450753
3f4c511,4,4.406184
3f57bee,2,2.0383878
3f73eef,3,3.6058636
