essay_id,score,raw_pred
05f81ce,4,4.112345
0607ed1,3,3.8034437
0630503,3,2.8319657
06333c3,3,2.262536
0640912,4,3.8818882
0649f8e,2,1.9621295
0657f4c,2,1.6296535
0679f5a,4,3.4856791
067a23d,2,1.8315299
0681136,3,2.859076
06a9fdf,3,2.787796
06aa705,2,1.9410232
06e25aa,2,3.028102
06ef6d4,3,2.4550104
070faae,3,3.8548415
0711276,2,1.6614119
071bcae,1,1.7801464
071dba8,3,2.9563699
073d5b0,4,3.4095254
074ba84,3,2.061343
074fd98,4,3.9608665
077cf8e,2,2.0292296
07845e1,4,3.3358665
078f997,3,2.6458936
07a14a5,6,4.0990195
07b6ce2,2,2.1038065
07c7556,4,3.6314092
07cde52,4,3.6888478
07ce28e,3,3.7647963
07d41ed,6,4.133093
07eb783,2,2.171639
0802a6e,2,2.0646372
0804daa,1,1.1581079
081b620,3,2.9948888
08519b2,5,4.8132434
085f158,2,3.6226444
0870f09,3,3.0091858
0890d0b,4,3.936955
0890e40,3,2.8089194
089b9f0,3,3.4127157
089e8f5,4,4.0375338
08a4217,3,3.7798176
08a4c92,4,4.011785
08c3b51,4,3.808684
08cec1d,4,4.5006876
08d4d59,4,3.9488723
08e4b2e,3,2.9129052
08f129d,4,3.232501
08fbb47,5,3.934714
0906ee2,5,4.507943
090c52d,2,3.1165392
0912e51,2,3.4596896
0916c73,4,3.9039197
0916f2c,4,4.042251
091a8ca,3,3.0575628
0926d5e,3,2.8622646
0952aee,4,3.8262057
0958685,3,3.0965402
095d62a,4,3.8520958
0962f2b,1,1.5303087
0966167,2,1.9779623
0980c17,2,3.548831
098d6c6,2,2.0407615
0999761,4,3.8259401
09a7f87,3,2.8714395
09b1823,3,2.424408
09b7da8,2,1.8458986
09c97ba,2,2.5863771
09e6583,4,4.318926
09e971b,4,3.51303
0a01969,4,4.0207443
0a0388e,2,2.2186508
0a0f7cc,3,3.8527346
0a45f5b,3,2.9059477
0a50c61,5,4.369622
0a62a7a,4,4.5142946
0a7fbd0,4,3.7478533
0a834e9,4,3.761012
0a919e5,3,3.4436698
0a94ac7,2,2.8312168
0aaae26,5,4.5168223
0ac26e9,3,3.2696981
0ad1f49,2,1.5627578
0af2d2d,3,3.0913143
0b153d1,2,2.943781
0b2c063,2,1.2834852
0b47a00,3,3.3235667
0b551ad,3,2.6525486
0b700a7,2,2.9717903
0b708bc,3,2.980657
0b8588b,1,2.0590734
0b8e735,2,1.9488478
0bacb0f,2,2.3340206
0bb7157,3,2.383923
0bb7573,2,2.1812959
0bbbed5,4,3.759188
0bc0443,3,3.6724272
0bebdc5,3,3.733429
0bf34b6,1,1.6250371
0c047cd,2,2.0231686
0c059b2,3,2.0754557
0c10954,2,2.1913133
0c1322b,1,1.4199326
0c1da05,3,3.4173717
0c2a63d,3,3.633372
0c2f000,2,1.8548114
0c3a8a0,2,1.9876103
0c442a8,5,4.767808
0c47509,3,2.4131246
0c61969,2,1.8959193
0c6cdfe,2,1.3448231
0c8abe3,3,2.3179188
0cc9cb5,5,4.6113496
0cdf1ff,5,4.067926
0ce3c1c,3,3.6567817
0d077e2,3,3.007754
0d1dfcb,2,2.7093804
0d23181,2,1.9587388
0d91c5e,3,4.149899
0d96d4e,1,2.232548
0d9d694,3,3.159207
0dabca9,3,3.5613782
0db7e99,5,4.324152
0dbd926,3,3.2342453
0dcf2f6,6,3.906385
0dd48cd,2,3.2736177
0ded4da,3,3.7695906
0e00dde,3,3.360673
0e03564,4,3.7514658
0e22bc3,4,3.3411608
0e277d7,3,3.2757466
0e426b4,2,3.8147259
0e54b40,3,2.4379678
0e73ffd,4,3.8660107
0e782a4,3,3.7786756
0e7cbd2,2,2.3176446
0e82e35,4,3.7894285
0e92d4a,3,3.8432498
0ea84b1,2,2.0501585
0ed8aad,3,3.5503004
0f01ab8,3,3.4920917
0f2299f,2,1.997661
0f50ec4,4,3.0205913
0f51dbd,4,4.4573083
0f560cf,3,3.195127
0f5c12f,4,4.0010376
0f69e05,3,3.5631642
0f6cdb4,3,2.2374508
0f789a2,6,4.5153017
0f7aadf,3,3.7171726
0fa92b4,4,3.2233236
0fb0f34,2,1.1342443
0fc99a9,3,3.2625477
0fe1d3e,4,3.6889052
0ffc18d,3,3.63985
10159ff,1,1.4169579
101ff6a,4,3.1971748
1023766,3,2.5911455
103d884,4,3.7650907
10444ef,3,2.0812016
105d8a4,4,2.900674
1061742,4,3.8643465
1064c41,2,2.1238804
106ec05,1,1.0436735
1083f35,2,2.3622007
1085852,5,4.287383
10a0374,4,3.7442462
10a3665,1,2.2078695
10bc1b7,2,1.478055
10d4feb,4,3.7498028
10db454,2,2.6531367
10dbcec,3,3.885029
10ebd3c,4,3.9137948
10efec8,3,2.5546527
10fda69,3,3.7972777
110eebe,2,1.7923391
1179156,4,2.911902
1191933,3,2.8659778
11ece20,2,1.9684108
11fa7e9,2,1.8881146
11fb07e,4,3.9475458
12095b2,3,2.9179816
120cb91,5,4.5038433
1215ca0,4,4.184281
12309f9,5,4.06001
1240bc6,2,3.4458876
124b5f9,3,2.7422917
1259ea4,3,3.2950993
126187d,1,2.1108103
126b69a,4,3.3989232
127dd08,1,1.2343535
128dd5a,4,4.207801
12997a5,3,3.1099477
12ad17a,4,3.9490016
12cefbe,3,2.7247043
1314aa2,2,1.7781345
136fadf,4,3.905543
13846d3,3,2.979178
138da74,2,2.7405303
139ec0a,3,3.692567
13ce90a,3,3.018705
13d8060,3,3.0777726
13e2ae4,3,4.1042337
13e7ace,1,1.1481224
1409186,2,2.7979717
14123e6,1,1.9214894
141315e,1,1.0303932
14174ed,6,5.1357203
141df49,2,2.493679
141f967,3,3.677512
142fbeb,3,3.6715503
143fb6e,2,1.7983423
1445aea,2,2.3002152
14706c7,5,4.1137037
1482f42,3,3.097424
1494422,4,3.8528266
1498b6e,4,3.5600936
14afb00,3,3.84472
14b1d67,2,1.5238278
14b486e,3,2.9776578
14b54d0,2,2.2110379
14b8fbb,4,4.0379734
14c37b2,4,3.6789913
14c4255,4,3.8740053
14ce186,4,3.9552524
14cfa29,3,3.9406528
14d000b,3,2.7345526
14d573e,3,3.1095784
14df8e2,3,3.8995254
14f5af7,3,3.0776298
151a2ea,3,3.3019066
153e8fe,2,2.3198054
15479c1,2,2.500814
154f5c1,2,2.0008771
1575077,4,4.0840864
1579cb7,4,3.9405153
1580723,2,2.1110282
1582312,1,1.3809401
158d50f,4,3.902151
158f25e,3,3.06359
15992f4,3,3.2792218
15b2b88,2,2.2474236
15c7911,3,3.2768857
15c7e62,4,3.6183085
15dd182,4,4.447774
15de5b1,2,1.8909528
15ec4fa,4,4.654041
15f2066,2,2.499878
15f9033,3,3.090592
15fa958,4,3.2144022
15fc2ac,3,2.7904189
160bab7,4,3.2125993
1621180,4,3.8323793
163010e,3,3.7578268
163e61d,3,3.1269379
164ffb9,3,2.1341476
1651722,2,2.40521
165ec3d,2,2.721702
16687f8,4,4.09381
1675f05,1,2.2626026
1679026,3,3.6089375
167f589,3,3.0698497
168bb04,3,3.1334062
1696647,3,1.9640296
169fccf,4,3.9815466
16b2a71,3,3.001467
16c2f13,2,2.1568673
16d22a1,4,4.15268
16d2b9e,3,1.9965434
16ead3d,1,2.2753148
16ed2eb,1,3.5415807
1710770,2,2.32977
173dcbd,2,2.7548888
1750767,5,4.086343
175419b,3,3.1301026
175775c,5,4.0642014
175ec92,3,2.7268898
177a7d7,4,3.7910085
177febf,3,2.1743994
1783b9f,2,2.0705464
179cb57,4,4.4258137
17bb4bc,3,2.0793295
17ec828,4,3.1528468
17f590a,4,4.002378
17fe311,3,3.3746214
182536b,3,3.0938673
1833139,4,3.1274912
183678c,4,3.867929
1849da9,3,3.3167973
184d83c,3,3.6462095
1852090,4,3.7733893
18560d1,3,3.1471577
187c555,1,1.7947155
18834d3,3,3.2730339
18a1958,2,2.847982
18a3ec7,3,3.794116
18acc14,2,1.5434452
18c9ed8,4,3.9043233
18cbfcc,3,3.590215
18d3320,4,4.195283
18f7fc7,2,1.5471172
18f9457,4,3.9383097
190716b,2,1.971496
190a8d4,3,2.335472
190ca77,5,4.03306
191623d,5,3.976974
191f22e,3,4.5169907
192c7f5,3,3.1728396
192dd1b,3,3.24362
192f5f6,2,1.2691573
194ce55,3,2.8276863
194eb61,3,2.8790288
195345f,2,1.3602707
1962ad7,4,4.0899844
197ea96,2,2.9602432
1999c5d,4,4.2467227
19c4c74,3,3.932022
19db546,2,2.2601156
19dee01,2,3.5532255
19e5e8b,2,2.1322596
19ea9ea,2,1.8216333
19fcf9f,1,3.3249936
1a10d27,3,2.8976195
1a30445,2,1.718187
1a8c6b7,2,2.2132957
1aac26b,1,1.7197771
1abc249,1,1.3374879
1af6bd0,4,3.8423884
1b0c156,4,4.0219026
1b2bd26,2,2.8634086
1b2cd91,4,4.0397916
1b31f9f,3,2.9703467
1b3b11e,3,3.025119
1b3c850,3,3.4601912
1b3fba8,3,3.8883886
1b43b9e,3,2.93085
1b45c61,6,5.0546846
1b5891f,2,1.9813432
1b6c945,2,2.0502572
1b7ce1c,3,3.8532772
1b92860,2,3.384149
1b9b518,4,3.8676004
1bb0b2b,2,2.7868462
1bc07ce,3,3.1823351
1bd9707,2,2.1477628
1bdcde3,3,2.890448
1bee451,3,2.817254
1bf4ba6,3,3.1110778
1bf8cee,3,3.5469837
1bfefc4,4,3.9694943
1c0c7cd,3,3.4872327
1c139c1,5,4.4030604
1c1c470,5,4.0184236
1c2cde0,2,2.7608542
1c2e15b,3,2.3458004
1c36085,4,4.0060263
1c4115c,3,1.9356784
1c45114,3,3.8696065
1c49271,2,2.732017
1c6bf32,2,2.974218
1c745e9,5,4.0466995
1c80539,1,1.7025881
1c84003,2,2.308353
1c8ac21,3,3.1212451
1c8c3de,3,2.925022
1c8c585,3,3.4203005
1c98fd5,3,3.5234656
1caaf3f,3,3.4695091
1cb6294,1,2.5590892
1cb7062,2,2.0689445
1cb73aa,2,2.817071
1cbe5ec,2,2.0162091
1cc616f,4,3.895194
1cc6247,3,2.954937
1cc8f9d,1,1.4535555
1cd0bbb,2,1.6404562
1cd1479,2,1.9541624
1cdccc2,2,1.8886638
1cf90a1,2,2.6906695
1cfab57,5,4.5776887
1d12e5e,3,3.469244
1d14fc4,3,2.4333363
1d1b2ad,2,2.0435383
1d20cae,3,3.7946117
1d24933,4,3.5533068
1d2584d,2,2.1761837
1d2f823,2,2.91881
1d31ebd,2,2.979723
1d38f14,4,4.1384645
1d4afd8,3,3.3387837
1d580b3,4,3.4230304
1d5fd7e,2,2.9010067
1d7c97a,4,4.122611
1d80630,5,4.388539
1d8869d,2,2.1548185
1d8e8c7,5,4.9251747
1d9389b,2,3.7757769
1d9e356,3,3.7622786
1da634a,3,3.7759838
1da8f12,5,4.949798
1db605b,1,1.4618402
1dd6a58,4,4.1878805
1dd9df1,2,2.6994536
1de8098,3,3.2125618
1e14a01,2,3.094969
1e26ea8,4,3.8332882
1e2c5f1,3,3.8648348
1e44652,2,1.8831105
1e54327,3,2.963344
1e5bfd5,2,2.7703953
1e860bc,2,2.0182633
1ea12d7,2,2.7483826
1ea87c7,3,2.875336
1ec9d22,2,1.3258996
1ed10fe,4,3.7379534
1edf4db,3,3.7804322
1ee5f0a,1,1.0501207
1efd3f9,3,3.845156
1efe2a5,3,2.6905627
1f04460,3,2.2933588
1f06856,3,2.5309613
1f1e073,3,3.7903485
1f30de7,3,2.9124293
1f4513c,3,3.7001119
1f4aec1,4,3.4972076
1f4fabd,2,2.8292584
1f7a4d9,4,3.8557105
1f7e64f,3,3.048841
1fa91e9,3,3.9981623
1fc46cb,3,3.506814
1fd270c,3,4.0557747
1fd6b7f,5,4.456043
1fe34e0,3,2.9711761
200fcf4,2,3.3265731
203725b,3,3.0221179
20383c7,4,3.8803957
203dcec,4,4.1154795
205075e,3,3.0975611
2062bda,3,2.876441
2078da0,3,3.004438
2079bbf,2,3.0317197
20cdd57,3,2.3422356
20d9bb9,3,3.3210464
20f1b82,4,4.1452966
21077ac,1,1.0674546
210fff5,2,1.869274
2116512,3,3.023284
2121299,4,4.0576744
2126db8,3,3.4052665
212f1e9,3,2.9482281
212f8b4,3,3.1749172
213db80,4,3.7805142
2148c4b,4,3.7618303
2163377,3,2.6854389
21662c7,3,3.4932523
218c97f,2,2.0377364
2199b5e,4,3.8463523
21b32eb,1,1.1960654
21c32de,3,2.1555696
21c91d4,3,3.019492
21e0763,2,2.6389527
21f5006,4,4.0085588
21fa6b4,3,3.289013
21fb085,2,2.344521
21ff75f,1,1.6091834
220280e,1,2.053334
221dbc7,3,2.163274
221e8a6,2,2.8627243
2228575,4,4.2900195
2235d96,5,4.0881414
2240658,3,3.565246
224e7d7,3,3.109243
2254969,3,2.61695
22564a5,3,3.1077254
2274cbb,5,4.541602
2289b45,3,2.251519
2290a15,5,4.1945496
229397f,3,3.0613406
22a129c,4,3.7966194
22a5954,4,3.3156796
22d7047,3,2.8735087
22d825e,4,3.7837949
22eb6fa,5,4.5222626
22ed5ef,4,3.9305458
22f1552,2,2.095251
22fa8b0,3,3.3444493
23020fe,3,2.6128807
230cf75,2,2.9980574
2312dc6,2,1.9922764
2312fc6,1,1.7646878
231b95b,3,3.168883
2323c66,2,1.9953448
235ca29,3,2.5555706
235df70,3,3.4434748
235fab2,4,3.4858584
236de48,3,2.9611757
238702a,4,3.867497
2388754,3,3.1121225
2389ddc,3,3.1368067
23ac622,4,3.427126
23acd87,4,3.6303723
23b5db1,3,2.7107053
23bc2c4,2,3.8312669
23c08f2,2,1.5724
23ccdb6,1,1.642843
23d1582,1,1.1766584
23e30c0,1,2.090024
23eb690,3,3.0110369
24046b8,4,4.0414457
241385f,2,2.0178885
2426a90,3,2.9362342
2431df1,4,3.6078203
2438f66,3,3.8925228
2441f8c,3,3.2791326
244587b,2,3.2428288
245484c,3,3.2378473
247e418,3,2.8964574
247f18e,1,1.9880569
24811c2,4,3.3353992
248162f,3,3.4590945
248e116,3,2.5542169
24af377,2,2.0236425
24afacf,2,1.7881513
24b3411,2,2.2026777
24c6ae0,2,2.825686
24cc082,2,1.1027889
24e61ae,2,1.1143619
24e9709,4,3.9162583
24e9ae8,4,3.4797428
24fc7ae,2,2.1232524
25024a4,1,2.2546763
2504d68,3,2.8961248
2505b2a,2,2.040604
2510330,2,2.5029926
2529a4b,3,3.1761768
2530fb7,4,3.361017
2548fcc,4,4.0817747
2556150,5,5.2618856
256ce94,3,2.3544946
25b184e,2,2.0442848
25bf9c6,3,2.784246
25c8837,2,1.9804074
25e14a4,3,2.8522453
25e76b0,2,1.8637525
25f2e66,3,2.960328
25f55c7,4,4.0307
262be36,1,1.1461828
264902b,3,2.4780822
2657aa6,3,2.9313445
265c64f,4,3.5442765
26a6b97,3,3.3268027
26c90a0,4,4.2109137
26d36e5,5,4.030426
26e68ea,3,3.3467305
26e8410,4,3.902308
26f358b,4,4.1866198
26f510e,3,3.7893357
27382f8,3,2.7285075
273de22,3,3.5396512
273fb7d,1,1.1676459
2747e79,2,2.4878778
2748f2a,3,3.1346974
274b414,5,4.0244617
274d9d2,2,3.1990504
2753b35,2,2.2397058
2784f18,2,2.73523
27d745e,3,2.2596073
27d8978,2,2.3368492
27e7609,2,2.0136206
27ea74c,4,3.0806253
27ec6d0,3,2.8974938
27feddd,3,3.7914207
28028e0,5,4.462727
2805912,3,3.0181563
28070d2,1,1.2607577
281c018,3,3.0368237
2823ac5,3,2.885684
282e717,2,2.0260966
2833102,4,3.943618
2837087,4,3.7986689
283ae2f,4,2.5162888
2840b73,3,2.9624186
284c676,2,2.2248554
286282f,2,1.6817055
28645f2,5,4.8737087
287950c,3,3.4484072
287e0bd,4,3.574823
287f1a7,3,3.1191635
2882fdb,2,3.8337436
2887d53,4,3.986013
288c02f,2,2.1477134
289dbd1,3,2.7986693
28cf870,2,2.327048
28d2498,4,4.729331
28d3646,1,1.4579563
28de5fe,4,4.159685
28e9a88,5,4.033139
28f0c5d,3,3.129828
290970a,3,2.9539108
290c870,4,3.9993563
290d458,2,3.5640752
29139ff,3,2.6144166
292ff9c,3,3.2726378
29399d5,4,3.8935862
295f8ea,2,2.054963
296e7b0,5,4.6570826
29705a1,3,2.5964978
2972937,2,2.0184364
297822d,3,3.5306106
297c419,3,3.1706774
29835f7,2,2.3555462
29851d7,2,3.0413723
2989f37,4,3.9279974
2997d0c,4,3.4855704
299a5f3,3,3.7814665
29a7d43,5,4.59315
29aa983,2,2.5972517
29b872f,4,3.7697582
29b9ef3,3,2.405788
29c2511,3,3.053933
29cf025,5,4.210294
29d8985,4,3.6982725
29def82,4,4.0226493
29e3246,4,3.7114182
29ebaab,2,1.8878262
29efbea,2,1.865963
29f0b19,1,1.4724382
29fa6eb,3,3.8253055
2a14518,3,3.2423844
2a1e9ef,2,2.8975434
2a26e9d,2,2.91556
2a2d8ba,2,2.2752087
2a2f394,2,1.5590655
2a38aa5,2,2.3704486
2a3cc3b,4,4.061746
2a4ca7b,4,3.7111962
2a519df,3,2.286911
2a7701b,4,4.0350227
2a847b0,3,2.9450026
2a857fb,3,3.878165
2a912c5,4,4.000481
2a97d85,3,2.5294852
2aa01a0,5,4.5219417
2abd742,3,3.9482846
2aca278,5,4.9443693
2ad190b,2,2.4171278
2ae04e2,3,2.9974163
2b14412,5,4.8644443
2b260d4,3,2.1739595
2b29c21,3,2.7475271
2b2bbb9,2,1.7126117
2b4375b,4,3.9553432
2b6d2b7,2,2.29604
2b7513d,4,3.6708922
2b7e769,5,4.022335
2b87338,4,3.8447778
2bab4f9,3,3.6407685
2bb7f66,2,1.9853284
2bbf923,2,2.4436922
2bc341e,2,2.1008
2bca925,1,1.0276225
2bcd7b2,3,1.6317403
2bda011,4,3.76672
2be7c8e,4,3.4172149
2c00451,3,3.7191718
2c0e0dc,3,3.7351902
2c11555,3,3.2408853
2c1e68d,2,2.9166503
2c45808,3,2.6834729
2c60d12,3,3.284596
2c64ebc,4,3.938902
2c73a1c,2,1.41292
2c81e5c,4,3.9074585
2c8f20b,3,3.100936
2c90891,3,3.6170652
2c95040,3,2.3408809
2c9f598,4,3.5282173
2ca50cd,5,4.0970306
2ca9101,3,2.909174
2cad978,4,3.2704182
2cc2a54,2,2.8174706
2cc3fa2,2,2.9008133
2cca23b,2,3.0650756
2cf20ff,4,3.8728943
2d001ad,4,3.1818957
2d0c4b9,2,2.5154297
2d4f2c1,4,3.6713572
2d8bbe2,3,3.1180656
2d8bc0e,3,2.9209943
2dab24c,4,4.1175175
2daf910,1,1.1280603
2db1b4a,3,2.47577
2db6925,5,4.256402
2dc2c45,2,1.7228909
2e03c89,2,2.6661973
2e2a0e8,4,3.8541367
2e3312c,3,3.6684158
2e3ae1a,4,3.927777
2e3e13b,2,1.889864
2e43866,3,3.0168839
2e443f0,3,3.2869115
2e44715,2,2.2199523
2e5b73c,4,3.762582
2e6c9d8,4,3.983027
2e86520,2,3.332561
2e8c47c,1,1.2758384
2e91de9,1,1.5152986
2e922a8,3,3.3864973
2e94a27,3,2.7334075
2e9d4a7,3,3.6414752
2ea704f,2,2.4352376
2eb5af4,3,2.9175632
2ec8ca9,3,3.39714
2eca07c,2,1.9881554
2ed15ef,4,3.705814
2ed6c19,3,2.9295235
2edae7a,3,2.935256
2eddc0b,4,4.0824537
2ee0a0e,3,3.4048564
2ee34f0,4,3.8541408
2ee3686,1,1.0364399
2ee795c,3,3.13598
2eef8db,3,1.999598
2efa049,3,3.7537746
2f095a0,5,4.071624
2f1110c,1,1.1973343
2f3bda4,6,4.570282
2f46e1d,3,2.0141973
2f4bcb2,3,3.251591
2f4c5e7,2,1.8736861
2f5ef45,3,2.083126
2f8022d,3,3.092754
2f82ef0,1,1.9618239
2fa6216,3,3.2145615
2fd5e11,1,1.1087823
2feab62,2,1.8931966
2fff491,3,2.50416
300286f,2,2.068176
30055de,3,3.444368
300566e,4,3.9421368
3015118,5,4.1451693
302c03d,1,1.1551229
303c11b,3,3.4759703
3040974,4,3.6987767
304734e,2,1.9751885
304cafa,2,1.3004152
304e41c,2,2.6090968
305681f,3,1.8954948
3056c98,2,2.0889168
30618ce,4,3.5654573
3066974,2,2.1350129
30720e9,3,3.6131277
3074cde,2,2.5287642
308e4ca,5,4.411193
3090536,1,1.9232316
309fe3b,4,3.9918675
30a39cd,3,3.346268
30e1b7b,2,2.5953586
30e3b93,2,1.3665012
30e7e7a,4,3.74601
30ef32c,3,2.8706543
30ff0f0,5,3.9289804
3122de5,3,3.4385982
3128486,2,2.001086
3130ac1,4,3.9417691
31610f5,1,1.3766685
3167722,2,1.5681467
317173f,4,3.9151945
3178186,2,3.1559649
31b203a,2,1.6029024
31be4dc,1,2.7559798
31c49e5,3,2.696332
31dd5a1,2,1.9934342
31e00b5,4,3.7411299
31fe4d7,2,1.5327868
322025b,2,1.9974635
323bd4f,3,3.2949576
323c0b8,4,4.1839237
3256f36,2,1.8312227
3259adf,1,1.50298
325ec31,3,3.37614
32644d5,3,2.011002
3267b54,2,2.3222125
326c204,1,2.1668248
3279351,2,1.9705371
32a0d6e,3,2.8571033
32aedc2,5,4.120573
32bc1ed,4,4.1786327
32c521d,1,1.0588481
32edbd4,2,1.8653831
32ef59e,4,3.9893918
32f4638,2,1.8926247
32f4d4e,2,2.0271735
32f658f,4,3.7381682
3306441,2,1.9456267
330d7fe,4,4.0937734
3324df9,2,3.156606
333d99e,2,2.9075627
3342947,2,1.5703652
3348cd7,4,3.8535497
334d4b0,4,3.8419166
3355650,4,3.727854
3380b17,1,2.2848182
338612b,3,2.3869166
3393759,2,2.8789277
33b29e8,1,1.0320956
33bf80b,2,3.6629982
33c34e1,3,3.1000175
33dcf9a,2,2.5648193
33e2c15,4,4.0403404
33ee6ce,3,3.490665
33f66fc,4,3.9489937
340bde5,2,1.8868974
341c5e2,1,3.0210695
341cf30,3,2.2919426
342724a,3,3.7688594
3432298,3,3.0362737
344665a,2,1.8910005
347f9d9,2,1.9513383
3496a0a,5,3.9418042
34a170f,1,1.1095839
34a1dfd,2,2.0322886
34ad8eb,5,4.2736597
34bc6c6,4,3.9926796
3502893,2,2.0319676
3514f75,4,4.145747
351f9f9,4,4.2565827
3523623,2,2.719684
353bc5b,4,3.9608905
3548801,4,4.071359
35578be,2,2.8911026
356949d,4,3.5213053
356a199,2,2.4225664
3572e50,2,2.1176493
3584839,3,3.9863324
359321d,2,1.854253
3594401,2,2.6961346
359b327,2,3.035904
35ba672,4,3.4765058
35c1b10,2,2.1009817
35e2bbc,1,2.7552094
35fd114,4,4.578245
36050fb,4,3.8822393
3605e2a,2,2.7206933
3616ff5,2,2.4681058
3623b07,3,2.703539
36340af,4,3.637806
363e205,2,2.147894
3662bff,3,2.7950478
3664812,2,2.1718955
36ac515,2,1.5023301
36ad5dc,4,3.91118
36b4fc8,3,3.0065947
36c3a79,3,3.0563352
36d1d91,2,1.8859043
36d2cfc,2,2.8025107
36f6d67,4,3.69688
36fd5ae,1,1.5566235
372ad46,2,2.0211787
3734dc3,5,4.6618395
3739677,5,4.67125
373a9dc,4,3.8300154
373dc3f,2,2.3092968
3748b23,1,1.0464909
3751711,3,3.163403
3779f66,3,2.2811418
377c773,2,2.2244694
3785d1d,3,2.824925
37aae1b,4,3.9638767
37af7c5,3,3.2922661
37b0331,4,4.00276
37e110f,4,3.7158952
37ef1ef,2,2.82031
380aeda,3,3.0485284
3832cfe,3,2.8076725
3833fd2,3,3.6880236
383e230,3,3.748717
383edd4,4,3.836892
384b5dd,3,3.06474
3854d27,4,4.1425343
38589ae,2,2.4491959
387e0e5,3,3.0370288
38b605a,2,2.0612478
38b93a3,3,2.9342203
38c496c,3,2.5380049
38ca5e0,3,2.1490011
38eba82,4,3.367673
390ba85,1,1.4104357
3935ed0,3,3.7306163
395ace8,3,2.0718281
396197e,1,1.8603404
397608e,4,4.2549586
398e51b,2,2.2267394
3992f01,3,3.5652378
399c5b4,3,3.6676605
399db9f,2,1.9847679
39a1cc5,3,2.6218815
39a2689,1,1.9497192
39a6d61,4,3.5814157
39aa8f8,3,3.1523628
39dca7f,4,3.215037
39ed025,3,3.6454992
39fa947,1,1.1323173
3a1dd7e,4,4.3849483
3a275eb,3,3.0120175
3a31b70,3,3.1102662
3a7d684,4,3.6847749
3a93842,2,2.1160955
3a976b4,2,1.8891869
3a9c6cf,2,3.1831298
3ab54cd,5,5.282344
3ab7697,3,2.9778035
3ab8183,2,1.9573703
3acd644,5,3.906538
3aea048,2,2.2792783
3aea5c1,4,3.2634614
3aedc23,3,2.1364443
3af3bfb,1,1.9286633
3af8e31,2,1.9753392
3b06e15,3,4.296093
3b20a11,4,3.851307
3b3ddba,2,2.2741032
3b42d54,2,2.6351302
3b57e6a,3,2.9993763
3b82d2b,4,3.9327872
3b9a570,3,3.2341983
3baaf6b,2,2.1891022
3bb8ecb,2,2.6644797
3bbcac0,1,3.1170783
3bc1052,4,3.983704
3bc685b,3,2.4215946
3bd08c8,2,2.6628213
3bea60c,2,2.120589
3c034ac,3,3.088106
3c12509,3,2.9694777
3c126dc,4,3.7048173
3c13b79,3,2.9695828
3c22d23,1,2.9486256
3c24a62,3,3.4192576
3c2c934,3,3.4616315
3c4777e,3,3.691516
3c4f080,2,3.1148865
3c56be8,4,3.5481744
3c5e13d,3,3.8265111
3c670cf,3,2.6250577
3c6aa10,2,1.8275688
3c92b2c,3,3.1206834
3ca0f42,3,3.0004787
3d098ec,6,4.254616
3d10946,2,3.0525982
3d13edb,2,2.7320771
3d1f831,1,1.2927055
3d33aaa,4,3.6340022
3d37941,5,4.539216
